borrower_id,age,occupation,monthly_income,existing_loan_history,loan_history_code,debt_to_income_ratio,loan_size,telecom_usage_score,mobile_wallet_activity,digital_purchase_frequency,psychometric_score,gender,province,repayment_score
PK-04070,18,Self-Employed,43999,No Previous Loan,0,0.049,429456,0.594,0.505,2,45.6,Male,Punjab,55.75
PK-04071,36,Daily Wage Worker,24754,Previous Default,3,0.388,459466,0.632,0.363,0,30.9,Male,Sindh,15.74
PK-04072,36,Self-Employed,52172,Delayed Repayment History,2,0.392,517251,0.466,0.46,0,50.3,Male,Sindh,23.25
PK-04073,36,Self-Employed,56110,Delayed Repayment History,2,0.329,426912,0.411,0.678,4,65.2,Male,Punjab,54.28
PK-04074,51,Other,23680,No Previous Loan,0,0.175,562706,0.546,0.542,0,60.4,Female,Punjab,37.81
PK-04075,26,Self-Employed,48362,Good Repayment History,1,0.089,546053,0.293,0.837,9,57.3,Female,Khyber Pakhtunkhwa,58.42
PK-04076,30,Self-Employed,49923,No Previous Loan,0,0.086,462155,0.325,0.783,9,47.7,Male,Punjab,68.39
PK-04077,18,Salaried,55895,No Previous Loan,0,0.199,594788,0.614,0.388,2,55.5,Female,Punjab,47.02
PK-04078,33,Salaried,63497,Delayed Repayment History,2,0.193,442317,0.631,0.364,1,81.0,Female,Punjab,44.01
PK-04079,34,Daily Wage Worker,49099,No Previous Loan,0,0.262,300687,0.84,0.167,1,96.7,Male,Sindh,72.61
PK-04080,33,Business Owner,48785,Good Repayment History,1,0.2,535603,0.769,0.445,2,63.7,Male,Punjab,73.75
PK-04081,48,Other,37365,Good Repayment History,1,0.257,427777,0.487,0.539,4,72.0,Female,Punjab,41.25
PK-04082,46,Salaried,92264,No Previous Loan,0,0.01,622470,0.682,0.3,1,48.1,Female,Punjab,62.16
PK-04083,38,Business Owner,80360,No Previous Loan,0,0.15,571548,0.745,0.878,13,79.9,Female,Balochistan,62.79
PK-04084,34,Freelancer,103163,No Previous Loan,0,0.01,538679,0.836,0.877,45,54.4,Male,Punjab,72.7
PK-04085,47,Business Owner,84696,Good Repayment History,1,0.17,462793,0.363,0.145,1,39.4,Female,Punjab,53.24
PK-04086,38,Business Owner,93867,Good Repayment History,1,0.051,854707,0.458,0.545,1,77.3,Male,Punjab,76.81
PK-04087,30,Business Owner,101061,No Previous Loan,0,0.167,639822,0.674,0.303,2,61.1,Male,Punjab,54.16
PK-04088,21,Freelancer,30656,Delayed Repayment History,2,0.238,390331,0.624,0.667,12,77.0,Male,Khyber Pakhtunkhwa,52.19
PK-04089,34,Daily Wage Worker,34819,No Previous Loan,0,0.163,265092,0.745,0.458,1,68.7,Female,Punjab,59.2
PK-04090,45,Self-Employed,56105,No Previous Loan,0,0.136,627162,0.651,0.297,0,37.5,Male,Sindh,27.71
PK-04091,59,Self-Employed,65802,Good Repayment History,1,0.2,421222,0.702,0.754,15,61.0,Male,Sindh,81.09
PK-04092,38,Business Owner,107407,No Previous Loan,0,0.059,574154,0.662,0.649,4,46.0,Female,Khyber Pakhtunkhwa,77.58
PK-04093,30,Self-Employed,58253,Delayed Repayment History,2,0.361,526245,0.687,0.405,1,77.3,Male,Khyber Pakhtunkhwa,35.44
PK-04094,27,Salaried,91996,No Previous Loan,0,0.075,480139,0.803,0.861,31,60.7,Female,Punjab,79.74
PK-04095,43,Other,102140,No Previous Loan,0,0.053,593509,0.626,0.614,9,49.6,Male,Sindh,70.74
PK-04096,21,Salaried,42488,Delayed Repayment History,2,0.392,401927,0.61,0.756,11,25.1,Male,Khyber Pakhtunkhwa,46.91
PK-04097,43,Self-Employed,107417,Delayed Repayment History,2,0.47,532408,0.485,0.416,2,78.0,Male,Khyber Pakhtunkhwa,55.06
PK-04098,45,Business Owner,88502,No Previous Loan,0,0.079,644303,0.385,0.57,6,53.9,Female,Balochistan,48.74
PK-04099,42,Salaried,76156,No Previous Loan,0,0.01,628128,0.341,0.381,3,54.6,Female,Sindh,58.03
PK-04100,36,Salaried,62500,Delayed Repayment History,2,0.283,602816,0.323,0.769,9,65.5,Male,Punjab,52.19
PK-04101,43,Salaried,102101,Good Repayment History,1,0.214,601877,0.441,0.277,1,46.0,Female,Punjab,67.85
PK-04102,39,Salaried,74758,Previous Default,3,0.367,713949,0.585,0.61,1,35.1,Female,Khyber Pakhtunkhwa,34.0
PK-04103,30,Self-Employed,59460,No Previous Loan,0,0.01,515847,0.749,0.771,6,60.8,Male,Khyber Pakhtunkhwa,73.16
PK-04104,55,Daily Wage Worker,38186,Delayed Repayment History,2,0.351,362771,0.577,0.472,2,41.8,Male,Punjab,27.64
PK-04105,34,Self-Employed,45365,Good Repayment History,1,0.175,871206,0.674,0.504,0,55.6,Female,Sindh,47.2
PK-04106,45,Self-Employed,58262,Good Repayment History,1,0.125,419883,0.491,0.518,1,44.3,Male,Punjab,58.82
PK-04107,18,Business Owner,113013,No Previous Loan,0,0.099,560989,0.807,0.77,44,39.1,Female,Punjab,69.75
PK-04108,50,Self-Employed,102990,Good Repayment History,1,0.237,518503,0.74,0.4,0,34.3,Male,Punjab,68.68
PK-04109,52,Self-Employed,56181,Good Repayment History,1,0.146,793088,0.271,0.23,0,59.2,Female,Punjab,26.02
PK-04110,38,Self-Employed,47901,Delayed Repayment History,2,0.394,481718,0.444,0.615,1,74.0,Female,Sindh,37.28
PK-04111,43,Self-Employed,98921,Good Repayment History,1,0.167,743377,0.6,0.38,4,74.8,Male,Punjab,71.57
PK-04112,43,Self-Employed,82463,No Previous Loan,0,0.01,564708,0.838,0.516,1,59.4,Male,Sindh,78.52
PK-04113,32,Salaried,32178,Delayed Repayment History,2,0.158,325041,0.233,0.786,5,77.7,Female,Sindh,46.45
PK-04114,43,Daily Wage Worker,123347,No Previous Loan,0,0.093,452072,0.557,0.621,1,52.1,Female,Khyber Pakhtunkhwa,82.2
PK-04115,30,Other,52702,No Previous Loan,0,0.101,437904,0.51,0.523,6,70.1,Male,Punjab,56.56
PK-04116,32,Daily Wage Worker,78461,No Previous Loan,0,0.022,720072,0.537,0.677,11,51.2,Male,Punjab,61.98
PK-04117,48,Salaried,70872,Good Repayment History,1,0.118,508537,0.281,0.519,0,47.2,Female,Sindh,61.84
PK-04118,47,Daily Wage Worker,31501,Good Repayment History,1,0.097,441491,0.585,0.398,1,68.1,Male,Sindh,69.07
PK-04119,31,Business Owner,90616,Previous Default,3,0.414,295821,0.653,0.874,16,66.0,Male,Punjab,78.3
PK-04120,31,Salaried,38145,Delayed Repayment History,2,0.234,373005,0.702,0.805,2,66.0,Male,Punjab,43.61
PK-04121,32,Daily Wage Worker,41525,No Previous Loan,0,0.091,359526,0.415,0.399,0,33.4,Female,Balochistan,44.43
PK-04122,45,Daily Wage Worker,31019,Good Repayment History,1,0.159,406189,0.694,0.328,0,71.4,Male,Punjab,44.74
PK-04123,28,Salaried,57822,No Previous Loan,0,0.01,851372,0.637,0.578,4,68.2,Female,Punjab,69.77
PK-04124,41,Other,60368,No Previous Loan,0,0.155,636025,0.462,0.515,3,51.6,Male,Balochistan,54.24
PK-04125,45,Salaried,74100,Good Repayment History,1,0.154,461613,0.511,0.271,4,67.6,Female,Khyber Pakhtunkhwa,64.23
PK-04126,37,Self-Employed,42070,No Previous Loan,0,0.33,287403,0.655,0.457,2,73.6,Male,Punjab,70.16
PK-04127,47,Salaried,53357,No Previous Loan,0,0.028,577713,0.722,0.526,1,46.0,Female,Khyber Pakhtunkhwa,62.15
PK-04128,35,Salaried,32760,Delayed Repayment History,2,0.493,355102,0.366,0.584,1,44.4,Female,Punjab,25.57
PK-04129,36,Other,67602,Good Repayment History,1,0.179,519407,0.591,0.532,3,53.8,Female,Khyber Pakhtunkhwa,59.18
PK-04130,28,Business Owner,88755,Good Repayment History,1,0.118,521674,0.687,0.467,3,24.8,Male,Sindh,61.04
PK-04131,47,Self-Employed,47177,No Previous Loan,0,0.023,626321,0.823,0.392,0,62.1,Male,Punjab,61.73
PK-04132,30,Daily Wage Worker,69776,No Previous Loan,0,0.01,491764,0.837,0.416,3,72.5,Male,Khyber Pakhtunkhwa,76.11
PK-04133,41,Daily Wage Worker,53077,Good Repayment History,1,0.128,317281,0.432,0.783,6,66.2,Male,Khyber Pakhtunkhwa,77.94
PK-04134,37,Daily Wage Worker,42965,Good Repayment History,1,0.128,615986,0.712,0.529,6,64.1,Female,Punjab,47.08
PK-04135,28,Daily Wage Worker,35681,No Previous Loan,0,0.082,449303,0.604,0.372,2,71.8,Female,Sindh,37.11
PK-04136,32,Daily Wage Worker,34750,Good Repayment History,1,0.135,556872,0.58,0.597,3,54.3,Female,Khyber Pakhtunkhwa,42.65
PK-04137,51,Business Owner,67038,No Previous Loan,0,0.175,677359,0.751,0.672,6,33.9,Male,Sindh,53.29
PK-04138,40,Self-Employed,106304,Previous Default,3,0.288,692529,0.549,0.644,4,61.9,Male,Punjab,58.8
PK-04139,28,Daily Wage Worker,46292,No Previous Loan,0,0.045,861341,0.581,0.681,3,77.1,Male,Punjab,58.18
PK-04140,41,Salaried,46211,Delayed Repayment History,2,0.299,524242,0.736,0.391,0,62.5,Male,Balochistan,46.94
PK-04141,36,Salaried,102855,Good Repayment History,1,0.082,418996,0.751,0.837,7,54.0,Female,Punjab,84.42
PK-04142,65,Self-Employed,62184,Good Repayment History,1,0.263,365923,0.361,0.766,5,70.1,Male,Punjab,44.4
PK-04143,40,Self-Employed,51295,No Previous Loan,0,0.024,483671,0.729,0.69,0,63.3,Male,Sindh,73.72
PK-04144,34,Business Owner,171755,No Previous Loan,0,0.041,512538,0.798,0.794,8,58.3,Female,Punjab,66.02
PK-04145,51,Daily Wage Worker,30660,Delayed Repayment History,2,0.296,248204,0.589,0.469,0,57.3,Male,Punjab,50.21
PK-04146,20,Business Owner,56936,No Previous Loan,0,0.067,787449,0.761,0.795,25,52.7,Male,Punjab,48.46
PK-04147,39,Business Owner,88244,Good Repayment History,1,0.352,667343,0.859,0.626,5,68.8,Male,Punjab,74.08
PK-04148,57,Self-Employed,76653,Good Repayment History,1,0.279,638458,0.59,0.618,1,44.8,Male,Khyber Pakhtunkhwa,64.55
PK-04149,37,Freelancer,62804,Good Repayment History,1,0.221,395565,0.605,0.67,2,63.1,Male,Punjab,69.61
PK-04150,21,Salaried,26718,No Previous Loan,0,0.147,304645,0.788,0.19,0,68.4,Male,Punjab,54.88
PK-04151,34,Salaried,65553,No Previous Loan,0,0.259,440054,0.368,0.382,2,61.8,Female,Sindh,70.29
PK-04152,51,Business Owner,61305,No Previous Loan,0,0.08,731681,0.583,0.313,0,61.8,Male,Khyber Pakhtunkhwa,60.26
PK-04153,41,Business Owner,78268,Previous Default,3,0.367,482102,0.429,0.506,2,59.9,Male,Punjab,35.53
PK-04154,30,Self-Employed,50616,No Previous Loan,0,0.099,618375,0.614,0.742,6,65.5,Female,Punjab,57.8
PK-04155,31,Self-Employed,46364,Good Repayment History,1,0.177,736852,0.651,0.448,2,51.3,Male,Sindh,52.64
PK-04156,32,Salaried,58352,Good Repayment History,1,0.206,435653,0.906,0.624,3,55.7,Male,Punjab,59.08
PK-04157,41,Freelancer,52902,Delayed Repayment History,2,0.319,310331,0.582,0.456,1,43.4,Male,Sindh,37.97
PK-04158,50,Self-Employed,52725,No Previous Loan,0,0.01,883692,0.707,0.493,2,53.2,Male,Punjab,52.37
PK-04159,48,Self-Employed,99272,Delayed Repayment History,2,0.307,622908,0.711,0.449,0,28.6,Male,Khyber Pakhtunkhwa,54.21
PK-04160,42,Daily Wage Worker,31967,No Previous Loan,0,0.161,296532,0.373,0.125,0,56.0,Female,Sindh,39.14
PK-04161,25,Freelancer,55175,No Previous Loan,0,0.142,386218,0.718,0.575,10,67.1,Male,Khyber Pakhtunkhwa,60.88
PK-04162,25,Salaried,59565,No Previous Loan,0,0.038,707172,0.634,0.554,6,56.8,Male,Balochistan,59.05
PK-04163,43,Business Owner,49384,Good Repayment History,1,0.061,497565,0.401,0.824,3,71.4,Male,Sindh,61.38
PK-04164,25,Salaried,40894,Good Repayment History,1,0.296,302821,0.666,0.612,6,77.2,Male,Punjab,58.28
PK-04165,36,Salaried,64588,Good Repayment History,1,0.143,367721,0.565,0.643,1,57.9,Female,Sindh,64.5
PK-04166,41,Freelancer,94370,No Previous Loan,0,0.035,730097,0.74,0.574,4,44.0,Female,Sindh,49.23
PK-04167,27,Salaried,46767,No Previous Loan,0,0.055,570766,0.47,0.489,4,73.9,Female,Punjab,66.07
PK-04168,28,Self-Employed,65426,Previous Default,3,0.449,698760,0.743,0.695,10,71.9,Male,Punjab,36.9
PK-04169,37,Daily Wage Worker,48922,No Previous Loan,0,0.19,210735,0.739,0.753,25,64.1,Male,Punjab,69.72
PK-04170,42,Freelancer,81507,Delayed Repayment History,2,0.329,495428,0.909,0.592,2,50.8,Female,Khyber Pakhtunkhwa,60.72
PK-04171,48,Daily Wage Worker,57005,No Previous Loan,0,0.134,365216,0.482,0.613,2,63.5,Male,Khyber Pakhtunkhwa,68.01
PK-04172,43,Daily Wage Worker,68947,No Previous Loan,0,0.058,340188,0.799,0.521,0,53.5,Male,Sindh,78.59
PK-04173,38,Self-Employed,72886,Delayed Repayment History,2,0.258,485020,0.708,0.527,4,47.2,Male,Khyber Pakhtunkhwa,71.06
PK-04174,31,Business Owner,52221,Delayed Repayment History,2,0.28,522891,0.452,0.854,16,62.9,Male,Sindh,49.76
PK-04175,28,Self-Employed,59562,No Previous Loan,0,0.134,684887,0.786,0.233,0,42.7,Female,Khyber Pakhtunkhwa,52.32
PK-04176,33,Freelancer,42164,Good Repayment History,1,0.144,723489,0.602,0.692,7,68.3,Female,Punjab,49.07
PK-04177,42,Self-Employed,95191,No Previous Loan,0,0.127,445976,0.348,0.773,31,63.9,Female,Punjab,51.95
PK-04178,41,Salaried,107394,No Previous Loan,0,0.13,638046,0.799,0.875,33,58.2,Male,Sindh,70.34
PK-04179,18,Salaried,55355,No Previous Loan,0,0.162,416820,0.793,0.553,10,56.9,Female,Khyber Pakhtunkhwa,72.64
PK-04180,30,Daily Wage Worker,64103,Good Repayment History,1,0.138,330185,0.682,0.282,0,41.4,Female,Khyber Pakhtunkhwa,54.87
PK-04181,49,Salaried,97449,Good Repayment History,1,0.079,827915,0.857,0.475,1,43.9,Female,Balochistan,62.44
PK-04182,38,Business Owner,97752,No Previous Loan,0,0.078,846487,0.719,0.637,1,86.5,Male,Khyber Pakhtunkhwa,84.1
PK-04183,24,Daily Wage Worker,48612,No Previous Loan,0,0.066,504657,0.861,0.478,3,54.7,Female,Punjab,59.79
PK-04184,60,Daily Wage Worker,59508,Previous Default,3,0.354,475227,0.483,0.1,0,35.7,Male,Punjab,20.5
PK-04185,37,Self-Employed,43015,Good Repayment History,1,0.169,411146,0.526,0.532,6,70.9,Male,Punjab,47.82
PK-04186,41,Salaried,72582,Delayed Repayment History,2,0.353,513414,0.501,0.295,3,42.6,Female,Sindh,38.01
PK-04187,41,Daily Wage Worker,54720,No Previous Loan,0,0.027,507257,0.88,0.653,0,66.4,Female,Punjab,56.48
PK-04188,34,Business Owner,52396,No Previous Loan,0,0.257,448054,0.705,0.193,1,80.2,Female,Punjab,45.58
PK-04189,31,Self-Employed,131573,No Previous Loan,0,0.118,807521,0.341,0.555,2,57.3,Male,Punjab,49.35
PK-04190,58,Other,77892,Good Repayment History,1,0.125,446829,0.657,0.291,2,76.7,Female,Khyber Pakhtunkhwa,81.64
PK-04191,47,Salaried,97977,No Previous Loan,0,0.142,767906,0.413,0.849,11,71.0,Male,Punjab,61.11
PK-04192,45,Self-Employed,81968,Good Repayment History,1,0.084,828854,0.684,0.73,17,83.3,Female,Sindh,71.77
PK-04193,43,Salaried,48002,Delayed Repayment History,2,0.334,491474,0.789,0.672,6,66.1,Male,Punjab,61.4
PK-04194,28,Salaried,39921,Delayed Repayment History,2,0.366,404428,0.57,0.789,6,48.2,Male,Sindh,45.74
PK-04195,50,Self-Employed,68240,No Previous Loan,0,0.152,496438,0.454,0.727,5,26.0,Female,Sindh,60.05
PK-04196,30,Freelancer,68885,No Previous Loan,0,0.08,472426,0.589,0.319,0,46.1,Female,Punjab,34.29
PK-04197,40,Self-Employed,85323,No Previous Loan,0,0.01,676217,0.48,0.672,6,51.3,Male,Sindh,74.09
PK-04198,22,Freelancer,64912,Delayed Repayment History,2,0.305,356717,0.749,0.854,45,73.5,Male,Sindh,62.05
PK-04199,18,Daily Wage Worker,33737,No Previous Loan,0,0.231,284618,0.459,0.398,2,74.6,Male,Punjab,48.41
PK-04200,41,Daily Wage Worker,39804,Delayed Repayment History,2,0.266,295941,0.721,0.311,0,39.4,Male,Khyber Pakhtunkhwa,53.09
PK-04201,30,Salaried,63284,No Previous Loan,0,0.034,482029,0.663,0.699,8,77.0,Male,Khyber Pakhtunkhwa,76.62
PK-04202,19,Daily Wage Worker,25478,Delayed Repayment History,2,0.312,255221,0.68,0.675,5,42.8,Female,Punjab,41.81
PK-04203,43,Salaried,112664,Good Repayment History,1,0.205,415607,0.424,0.761,20,47.2,Male,Punjab,73.7
PK-04204,58,Freelancer,64424,Previous Default,3,0.308,371814,0.375,0.366,0,36.6,Male,Punjab,26.03
PK-04205,51,Self-Employed,76932,Previous Default,3,0.342,477156,0.251,0.688,3,64.0,Female,Punjab,44.1
PK-04206,35,Freelancer,68053,Good Repayment History,1,0.082,484851,0.851,0.567,5,49.2,Male,Punjab,70.39
PK-04207,38,Salaried,50802,No Previous Loan,0,0.231,479886,0.514,0.304,0,77.6,Male,Sindh,64.42
PK-04208,46,Business Owner,98059,Previous Default,3,0.303,741492,0.544,0.759,2,45.5,Male,Khyber Pakhtunkhwa,49.94
PK-04209,48,Salaried,66523,Good Repayment History,1,0.185,539616,0.576,0.486,2,69.6,Male,Punjab,71.98
PK-04210,34,Salaried,91026,No Previous Loan,0,0.02,443802,0.709,0.64,10,40.5,Male,Sindh,76.1
PK-04211,38,Business Owner,88203,Good Repayment History,1,0.196,767035,0.821,0.578,5,75.2,Female,Sindh,79.87
PK-04212,41,Self-Employed,26185,Good Repayment History,1,0.289,357750,0.586,0.389,1,56.7,Male,Sindh,26.49
PK-04213,43,Freelancer,41139,No Previous Loan,0,0.1,481866,0.703,0.712,2,61.0,Female,Khyber Pakhtunkhwa,70.58
PK-04214,36,Freelancer,42502,Good Repayment History,1,0.263,458466,0.607,0.182,0,51.0,Female,Punjab,51.16
PK-04215,37,Business Owner,171375,Good Repayment History,1,0.202,744311,0.668,0.585,9,55.2,Female,Sindh,76.0
PK-04216,51,Freelancer,111838,No Previous Loan,0,0.095,997931,0.561,0.821,12,67.8,Female,Punjab,72.04
PK-04217,49,Daily Wage Worker,21341,No Previous Loan,0,0.203,318947,0.606,0.161,0,82.1,Female,Punjab,43.11
PK-04218,42,Daily Wage Worker,31794,No Previous Loan,0,0.324,457095,0.532,0.463,1,39.3,Female,Punjab,28.33
PK-04219,54,Salaried,40431,Delayed Repayment History,2,0.438,376232,0.552,0.645,1,51.1,Male,Punjab,36.1
PK-04220,34,Business Owner,93096,No Previous Loan,0,0.01,670050,0.699,0.519,4,49.9,Male,Punjab,55.89
PK-04221,53,Daily Wage Worker,31951,Good Repayment History,1,0.078,367765,0.419,0.539,0,32.1,Female,Punjab,63.41
PK-04222,43,Salaried,60890,No Previous Loan,0,0.091,337975,0.766,0.539,0,34.3,Female,Punjab,58.05
PK-04223,65,Self-Employed,39729,No Previous Loan,0,0.01,578280,0.585,0.616,4,45.0,Female,Punjab,58.76
PK-04224,26,Self-Employed,75292,Good Repayment History,1,0.155,662660,0.825,0.491,1,52.5,Female,Punjab,58.2
PK-04225,31,Business Owner,47201,No Previous Loan,0,0.01,247375,0.531,0.665,3,78.9,Female,Punjab,73.73
PK-04226,42,Self-Employed,169551,No Previous Loan,0,0.084,710456,0.891,0.791,27,76.9,Female,Sindh,82.42
PK-04227,41,Freelancer,140903,No Previous Loan,0,0.105,662019,0.398,0.608,1,48.2,Female,Sindh,64.13
PK-04228,56,Business Owner,204857,No Previous Loan,0,0.056,798541,0.824,0.5,7,74.2,Male,Balochistan,79.94
PK-04229,31,Business Owner,104606,No Previous Loan,0,0.044,750421,0.485,0.498,0,47.5,Male,Khyber Pakhtunkhwa,73.94
PK-04230,46,Self-Employed,122218,Good Repayment History,1,0.089,582943,0.761,0.817,15,59.0,Male,Khyber Pakhtunkhwa,83.09
PK-04231,49,Daily Wage Worker,61568,No Previous Loan,0,0.107,503021,0.622,0.457,0,62.9,Male,Sindh,57.55
PK-04232,44,Freelancer,37822,Good Repayment History,1,0.089,717210,0.599,0.745,7,88.9,Male,Punjab,63.28
PK-04233,29,Salaried,55003,No Previous Loan,0,0.022,326980,0.491,0.761,7,61.7,Male,Punjab,77.19
PK-04234,51,Salaried,76781,No Previous Loan,0,0.125,623670,0.704,0.609,1,35.8,Female,Balochistan,47.6
PK-04235,49,Self-Employed,105746,Good Repayment History,1,0.123,557586,0.813,0.5,3,71.4,Male,Balochistan,75.1
PK-04236,43,Daily Wage Worker,45154,Delayed Repayment History,2,0.28,343124,0.482,0.702,1,74.4,Female,Punjab,52.59
PK-04237,40,Self-Employed,85684,No Previous Loan,0,0.168,806758,0.758,0.91,27,72.9,Male,Sindh,64.09
PK-04238,40,Salaried,59164,Good Repayment History,1,0.176,495375,0.726,0.754,5,42.4,Female,Punjab,67.53
PK-04239,37,Salaried,56972,Good Repayment History,1,0.139,464979,0.705,0.298,0,59.6,Male,Punjab,76.38
PK-04240,44,Salaried,40042,No Previous Loan,0,0.177,449407,0.572,0.181,0,56.1,Male,Sindh,40.02
PK-04241,38,Self-Employed,81905,Good Repayment History,1,0.083,425977,0.371,0.663,11,86.4,Female,Punjab,84.88
PK-04242,30,Daily Wage Worker,36033,Good Repayment History,1,0.01,613820,0.537,0.551,2,65.6,Male,Punjab,51.86
PK-04243,28,Self-Employed,42209,No Previous Loan,0,0.238,508839,0.678,0.101,0,83.2,Male,Khyber Pakhtunkhwa,41.79
PK-04244,31,Daily Wage Worker,35051,No Previous Loan,0,0.013,356694,0.401,0.486,3,44.9,Female,Khyber Pakhtunkhwa,54.7
PK-04245,40,Salaried,73366,Good Repayment History,1,0.319,416679,0.45,0.669,5,55.2,Female,Khyber Pakhtunkhwa,70.37
PK-04246,37,Self-Employed,88252,Good Repayment History,1,0.11,593677,0.595,0.406,4,50.9,Male,Punjab,64.5
PK-04247,40,Daily Wage Worker,42215,No Previous Loan,0,0.01,578987,0.853,0.538,2,71.7,Female,Punjab,65.81
PK-04248,42,Freelancer,130408,Good Repayment History,1,0.067,500033,0.517,0.754,25,78.3,Male,Sindh,82.78
PK-04249,32,Daily Wage Worker,72893,Good Repayment History,1,0.203,378104,0.793,0.716,11,64.6,Male,Sindh,79.58
PK-04250,52,Self-Employed,63535,Previous Default,3,0.547,482078,0.736,0.714,7,59.5,Male,Balochistan,31.79
PK-04251,35,Business Owner,121836,No Previous Loan,0,0.153,556660,0.808,0.656,33,66.9,Male,Punjab,78.43
PK-04252,34,Freelancer,53660,No Previous Loan,0,0.196,417090,0.552,0.509,0,36.0,Male,Punjab,46.74
PK-04253,42,Salaried,42414,Good Repayment History,1,0.081,509056,0.73,0.508,1,50.2,Female,Punjab,79.23
PK-04254,20,Daily Wage Worker,27784,No Previous Loan,0,0.197,231425,0.663,0.221,0,49.9,Male,Punjab,33.99
PK-04255,30,Self-Employed,49668,Good Repayment History,1,0.167,604379,0.708,0.647,5,56.9,Female,Punjab,53.84
PK-04256,47,Salaried,57346,Good Repayment History,1,0.34,363512,0.63,0.529,1,47.6,Male,Punjab,55.4
PK-04257,21,Daily Wage Worker,77952,No Previous Loan,0,0.127,869641,0.811,0.632,3,45.6,Male,Punjab,43.52
PK-04258,48,Freelancer,64556,No Previous Loan,0,0.131,845647,0.537,0.551,0,33.3,Male,Punjab,30.61
PK-04259,52,Daily Wage Worker,39244,Previous Default,3,0.303,553553,0.445,0.395,1,63.0,Male,Sindh,24.67
PK-04260,34,Daily Wage Worker,46336,Previous Default,3,0.479,286428,0.731,0.579,3,35.6,Male,Punjab,60.02
PK-04261,40,Self-Employed,44601,Good Repayment History,1,0.138,351043,0.668,0.721,5,72.3,Female,Khyber Pakhtunkhwa,77.16
PK-04262,48,Business Owner,93480,No Previous Loan,0,0.14,567735,0.654,0.73,18,64.5,Female,Sindh,82.55
PK-04263,33,Other,67355,Good Repayment History,1,0.157,626755,0.679,0.447,10,72.0,Male,Punjab,72.93
PK-04264,46,Self-Employed,119093,Good Repayment History,1,0.108,802202,0.586,0.524,6,46.5,Male,Punjab,71.83
PK-04265,31,Self-Employed,106829,Good Repayment History,1,0.201,558562,0.618,0.736,20,88.8,Male,Punjab,70.92
PK-04266,33,Daily Wage Worker,49549,Delayed Repayment History,2,0.333,199586,0.764,0.428,1,91.6,Male,Punjab,78.38
PK-04267,30,Salaried,58391,Good Repayment History,1,0.069,536216,0.777,0.312,0,58.2,Female,Sindh,71.71
PK-04268,41,Daily Wage Worker,42592,No Previous Loan,0,0.251,256271,0.659,0.383,0,62.7,Male,Balochistan,59.28
PK-04269,49,Business Owner,102211,No Previous Loan,0,0.058,704310,0.429,0.476,1,59.6,Female,Punjab,66.87
PK-04270,36,Daily Wage Worker,43660,No Previous Loan,0,0.192,409448,0.298,0.621,6,72.3,Female,Punjab,37.88
PK-04271,26,Business Owner,78669,Good Repayment History,1,0.156,429409,0.674,0.527,4,71.1,Male,Khyber Pakhtunkhwa,76.88
PK-04272,27,Freelancer,47407,Good Repayment History,1,0.112,764366,0.743,0.535,4,29.5,Female,Punjab,58.51
PK-04273,41,Daily Wage Worker,56986,Good Repayment History,1,0.165,462613,0.554,0.352,1,44.8,Female,Punjab,66.98
PK-04274,55,Salaried,72283,Good Repayment History,1,0.22,611561,0.654,0.499,1,64.6,Male,Punjab,78.86
PK-04275,41,Business Owner,68159,Good Repayment History,1,0.391,643077,0.62,0.211,0,70.3,Female,Punjab,31.08
PK-04276,34,Daily Wage Worker,73763,Delayed Repayment History,2,0.391,346034,0.79,0.455,0,60.9,Male,Punjab,69.69
PK-04277,45,Other,59788,Delayed Repayment History,2,0.261,484812,0.554,0.171,1,31.5,Female,Balochistan,41.28
PK-04278,35,Other,33009,No Previous Loan,0,0.01,292880,0.563,0.456,2,64.3,Female,Sindh,59.43
PK-04279,34,Business Owner,119972,Good Repayment History,1,0.156,626489,0.753,0.591,2,88.6,Female,Punjab,92.15
PK-04280,29,Business Owner,65991,Previous Default,3,0.41,87030,0.61,0.672,3,22.6,Female,Balochistan,73.48
PK-04281,51,Business Owner,76505,Good Repayment History,1,0.257,520790,0.388,0.573,14,73.3,Female,Punjab,60.01
PK-04282,18,Business Owner,69238,No Previous Loan,0,0.212,511290,0.536,0.714,3,86.8,Male,Punjab,79.92
PK-04283,45,Business Owner,120277,No Previous Loan,0,0.13,527151,0.612,0.854,37,75.0,Female,Balochistan,71.48
PK-04284,33,Salaried,63153,Good Repayment History,1,0.263,609331,0.721,0.777,16,56.8,Female,Sindh,71.72
PK-04285,34,Salaried,80386,Good Repayment History,1,0.147,622170,0.6,0.742,13,72.8,Female,Sindh,80.42
PK-04286,54,Business Owner,50433,Delayed Repayment History,2,0.396,423276,0.565,0.1,0,55.9,Female,Punjab,28.36
PK-04287,31,Self-Employed,46046,No Previous Loan,0,0.141,966184,0.616,0.692,19,65.3,Male,Punjab,29.04
PK-04288,31,Self-Employed,68369,Previous Default,3,0.584,301216,0.667,0.742,6,59.6,Male,Balochistan,38.35
PK-04289,36,Salaried,50872,No Previous Loan,0,0.129,336302,0.565,0.627,3,59.0,Female,Punjab,60.82
PK-04290,42,Daily Wage Worker,42096,Good Repayment History,1,0.179,616697,0.597,0.165,0,44.8,Female,Khyber Pakhtunkhwa,23.31
